Filename,Start,End,Score,Sentiment,Type
2WGyTLYerpo_6,18.09138298034668,20.007028579711914,2.4000000953674316,positive,train
2WGyTLYerpo_7,20.007028579711914,21.882766723632812,1.600000023841858,positive,train
2WGyTLYerpo_8,21.882766723632812,23.459182739257812,1.7999999523162842,positive,train
2WGyTLYerpo_9,23.459182739257812,31.640588760375977,-0.4000000059604645,negative,train
2WGyTLYerpo_10,37.35759735107422,38.71451187133789,0.800000011920929,positive,train
2WGyTLYerpo_11,38.71451187133789,41.93718719482422,2.200000047683716,positive,train
2WGyTLYerpo_12,41.93718719482422,43.523582458496094,1.2000000476837158,positive,train
2WGyTLYerpo_13,43.523582458496094,47.773921966552734,2.0,positive,train
2WGyTLYerpo_14,47.773921966552734,49.21065902709961,0.20000000298023224,positive,train
2WGyTLYerpo_15,49.21065902709961,50.0287971496582,0.5,positive,train
2WGyTLYerpo_16,50.0287971496582,52.53310775756836,2.0,positive,train
2WGyTLYerpo_17,52.53310775756836,55.07732391357422,2.5999999046325684,positive,train
2WGyTLYerpo_18,55.07732391357422,56.38435363769531,2.200000047683716,positive,train
2WGyTLYerpo_19,57.90090560913086,63.558048248291016,1.399999976158142,positive,train
2WGyTLYerpo_20,63.558048248291016,64.55577850341797,1.0,positive,train
2WGyTLYerpo_21,64.55577850341797,65.53356170654297,0.800000011920929,positive,train
2WGyTLYerpo_22,65.53356170654297,66.93038177490234,-0.800000011920929,negative,train
2WGyTLYerpo_23,66.93038177490234,68.36711883544922,0.0,positive,train
2WGyTLYerpo_24,68.36711883544922,79.34217834472656,1.600000023841858,positive,train
2WGyTLYerpo_25,79.34217834472656,80.51950073242188,1.7999999523162842,positive,train
2WGyTLYerpo_26,80.51950073242188,83.26326751708984,1.7999999523162842,positive,train
2WGyTLYerpo_27,83.26326751708984,85.0093002319336,1.7999999523162842,positive,train
2WGyTLYerpo_28,85.0093002319336,87.31405639648438,2.4000000953674316,positive,train
2WGyTLYerpo_29,87.31405639648438,90.07777404785156,0.6000000238418579,positive,train
2WGyTLYerpo_30,90.07777404785156,91.75396728515625,-0.20000000298023224,negative,train
2WGyTLYerpo_31,91.75396728515625,93.96893310546875,2.0,positive,train
2WGyTLYerpo_32,93.96893310546875,95.23605346679688,2.200000047683716,positive,train
2WGyTLYerpo_33,95.23605346679688,96.85237884521484,1.2000000476837158,positive,train
2WGyTLYerpo_34,96.85237884521484,98.32902526855469,0.6000000238418579,positive,train
2WGyTLYerpo_35,98.32902526855469,100.3644027709961,2.200000047683716,positive,train
2WGyTLYerpo_36,100.3644027709961,102.30997467041016,1.2000000476837158,positive,train
2WGyTLYerpo_37,102.30997467041016,104.2755126953125,1.399999976158142,positive,train
2WGyTLYerpo_38,104.2755126953125,109.98253631591797,1.0,positive,train
2WGyTLYerpo_39,114.42244720458984,116.62744140625,-0.6000000238418579,negative,train
2WGyTLYerpo_40,116.62744140625,118.353515625,0.6000000238418579,positive,train
2WGyTLYerpo_41,118.353515625,121.43650817871094,0.6000000238418579,positive,train
2WGyTLYerpo_42,121.43650817871094,122.55397033691406,0.0,positive,train
2WGyTLYerpo_43,122.55397033691406,126.6047592163086,2.0,positive,train
2WGyTLYerpo_44,127.21337890625,127.21337890625,0.20000000298023224,positive,train
2WGyTLYerpo_45,127.21337890625,129.3784637451172,0.20000000298023224,positive,train
2WGyTLYerpo_46,129.3784637451172,130.63560485839844,1.399999976158142,positive,train
2WGyTLYerpo_47,130.69546508789062,131.8328857421875,0.0,positive,train
2WGyTLYerpo_48,133.0201873779297,134.0478515625,-1.0,negative,train
2WGyTLYerpo_49,134.0478515625,136.19297790527344,-0.6000000238418579,negative,train
2WGyTLYerpo_50,136.19297790527344,137.80929565429688,-1.7999999523162842,negative,train
2WGyTLYerpo_51,137.80929565429688,143.08729553222656,-0.6000000238418579,negative,train
2WGyTLYerpo_52,143.08729553222656,144.36439514160156,0.0,positive,train
2WGyTLYerpo_53,148.1857147216797,149.68231201171875,-1.0,negative,train
2WGyTLYerpo_54,149.68231201171875,151.54806518554688,-2.0,negative,train
2WGyTLYerpo_55,151.54806518554688,157.0455780029297,-1.0,negative,train
2WGyTLYerpo_56,157.0455780029297,161.7648468017578,-0.4000000059604645,negative,train
2WGyTLYerpo_57,161.7648468017578,166.5340118408203,-1.600000023841858,negative,train
2WGyTLYerpo_58,166.5340118408203,170.8242645263672,-1.399999976158142,negative,train
2WGyTLYerpo_59,170.39523315429688,172.47052001953125,2.0,positive,train
2WGyTLYerpo_60,172.47052001953125,174.20657348632812,2.200000047683716,positive,train
2WGyTLYerpo_61,174.20657348632812,175.2142791748047,1.399999976158142,positive,train
2WGyTLYerpo_62,175.2142791748047,176.2220001220703,2.200000047683716,positive,train
2WGyTLYerpo_63,176.2220001220703,179.36485290527344,2.200000047683716,positive,train
2iD-tVS8NPw_1,5.260544300079346,11.506349563598633,-0.5,negative,train
2iD-tVS8NPw_2,21.024717330932617,24.53673553466797,2.200000047683716,positive,train
2iD-tVS8NPw_3,24.53673553466797,26.911338806152344,1.399999976158142,positive,train
2iD-tVS8NPw_4,26.911338806152344,32.28911590576172,2.200000047683716,positive,train
2iD-tVS8NPw_5,32.28911590576172,34.08503341674805,2.0,positive,train
2iD-tVS8NPw_6,34.08503341674805,35.910884857177734,2.0,positive,train
2iD-tVS8NPw_7,35.51179122924805,44.581180572509766,2.4000000953674316,positive,train
2iD-tVS8NPw_8,44.581180572509766,45.838321685791016,1.7999999523162842,positive,train
2iD-tVS8NPw_9,45.838321685791016,47.83378601074219,1.399999976158142,positive,train
2iD-tVS8NPw_10,47.83378601074219,50.79705047607422,2.200000047683716,positive,train
2iD-tVS8NPw_11,50.79705047607422,53.301361083984375,0.20000000298023224,positive,train
2iD-tVS8NPw_12,53.301361083984375,54.66825485229492,1.2000000476837158,positive,train
2iD-tVS8NPw_13,54.66825485229492,61.692291259765625,2.200000047683716,positive,train
2iD-tVS8NPw_14,61.692291259765625,69.20521545410156,-1.0,negative,train
2iD-tVS8NPw_15,69.20521545410156,71.02108764648438,-1.5,negative,train
2iD-tVS8NPw_16,71.02108764648438,74.02426147460938,-1.600000023841858,negative,train
2iD-tVS8NPw_17,74.02426147460938,78.84330749511719,-0.6000000238418579,negative,train
2iD-tVS8NPw_18,78.84330749511719,80.89863586425781,0.3333333432674408,positive,train
2iD-tVS8NPw_19,80.89863586425781,83.363037109375,0.0,positive,train
2iD-tVS8NPw_20,83.1834487915039,97.23152160644531,0.800000011920929,positive,train
2iD-tVS8NPw_21,97.23152160644531,107.46825408935547,1.0,positive,train
2iD-tVS8NPw_22,107.46825408935547,114.54217529296875,2.200000047683716,positive,train
2iD-tVS8NPw_23,114.54217529296875,117.80476379394531,0.20000000298023224,positive,train
2iD-tVS8NPw_24,129.19886779785156,134.9857177734375,-1.0,negative,train
2iD-tVS8NPw_25,134.9857177734375,140.85238647460938,-0.800000011920929,negative,train
2iD-tVS8NPw_26,140.85238647460938,152.29637145996094,0.0,positive,train
2iD-tVS8NPw_27,158.05328369140625,169.8764190673828,1.399999976158142,positive,train
2iD-tVS8NPw_28,169.8764190673828,173.5780029296875,1.600000023841858,positive,train
2iD-tVS8NPw_29,173.5780029296875,175.1544189453125,2.0,positive,train
2iD-tVS8NPw_30,175.1544189453125,179.79388427734375,-0.4000000059604645,negative,train
5W7Z1C_fDaE_1,5.599773406982422,9.850112915039062,2.0,positive,train
5W7Z1C_fDaE_2,9.281405448913574,13.671428680419922,1.399999976158142,positive,train
5W7Z1C_fDaE_3,13.671428680419922,14.409750938415527,0.800000011920929,positive,train
5W7Z1C_fDaE_4,14.409750938415527,15.25782299041748,0.4000000059604645,positive,train
5W7Z1C_fDaE_5,15.25782299041748,17.223356246948242,2.0,positive,train
5W7Z1C_fDaE_6,17.223356246948242,18.1911563873291,0.5,positive,train
5W7Z1C_fDaE_7,18.1911563873291,25.444671630859375,2.200000047683716,positive,train
5W7Z1C_fDaE_8,25.444671630859375,26.53219985961914,2.5999999046325684,positive,train
5W7Z1C_fDaE_9,26.53219985961914,28.9267578125,2.4000000953674316,positive,train
5W7Z1C_fDaE_10,28.9267578125,31.959863662719727,0.4000000059604645,positive,train
5W7Z1C_fDaE_11,31.959863662719727,34.07505798339844,2.5999999046325684,positive,train
5W7Z1C_fDaE_12,34.07505798339844,37.45737075805664,0.800000011920929,positive,train
5W7Z1C_fDaE_13,37.45737075805664,39.45283508300781,2.5999999046325684,positive,train
5W7Z1C_fDaE_14,39.45283508300781,42.78525924682617,1.7999999523162842,positive,train
5W7Z1C_fDaE_15,42.78525924682617,44.441497802734375,0.25,positive,train
5W7Z1C_fDaE_16,44.441497802734375,46.297279357910156,-2.0,negative,train
5W7Z1C_fDaE_17,46.297279357910156,50.8170051574707,0.20000000298023224,positive,train
5W7Z1C_fDaE_18,50.8170051574707,52.74263000488281,1.2000000476837158,positive,train
5W7Z1C_fDaE_19,52.74263000488281,55.53628158569336,2.799999952316284,positive,train
5W7Z1C_fDaE_20,55.53628158569336,56.74353790283203,2.799999952316284,positive,train
5W7Z1C_fDaE_21,56.74353790283203,62.14126968383789,2.0,positive,train
5W7Z1C_fDaE_22,56.74353790283203,64.50589752197266,1.600000023841858,positive,train
5W7Z1C_fDaE_23,64.50589752197266,70.1929702758789,1.7999999523162842,positive,train
5W7Z1C_fDaE_24,70.1929702758789,72.1385498046875,2.4000000953674316,positive,train
6Egk_28TtTM_1,4.4723358154296875,8.992063522338867,3.0,positive,train
6Egk_28TtTM_2,31.75033950805664,40.28095245361328,2.0,positive,train
6Egk_28TtTM_3,40.28095245361328,51.03650665283203,1.7999999523162842,positive,train
6Egk_28TtTM_4,50.5476188659668,53.04195022583008,2.799999952316284,positive,train
6Egk_28TtTM_5,53.04195022583008,61.32312774658203,2.200000047683716,positive,train
6Egk_28TtTM_6,96.05419158935547,101.58163452148438,2.0,positive,train
6Egk_28TtTM_7,101.58163452148438,105.77210998535156,2.200000047683716,positive,train
6Egk_28TtTM_8,105.77210998535156,113.68412780761719,0.800000011920929,positive,train
6Egk_28TtTM_9,113.68412780761719,122.37437438964844,-0.4000000059604645,negative,train
6Egk_28TtTM_10,122.37437438964844,128.75985717773438,0.6000000238418579,positive,train
6Egk_28TtTM_11,131.99252319335938,144.06507873535156,-1.2000000476837158,negative,train
6Egk_28TtTM_12,144.06507873535156,147.40748596191406,2.4000000953674316,positive,train
6_0THN4chvY_1,38.48503494262695,44.78072738647461,1.600000023841858,positive,train
6_0THN4chvY_2,50.407936096191406,59.71678161621094,0.6000000238418579,positive,train
6_0THN4chvY_3,59.71678161621094,63.98707580566406,2.0,positive,train
6_0THN4chvY_4,63.98707580566406,65.6732406616211,2.0,positive,train
6_0THN4chvY_5,65.6732406616211,66.770751953125,0.0,positive,train
6_0THN4chvY_6,66.770751953125,70.11315155029297,1.600000023841858,positive,train
6_0THN4chvY_7,70.11315155029297,73.4455795288086,0.800000011920929,positive,train
6_0THN4chvY_8,73.4455795288086,78.65373992919922,2.0,positive,train
6_0THN4chvY_9,78.65373992919922,83.12358093261719,-0.6000000238418579,negative,train
6_0THN4chvY_10,83.12358093261719,87.63333129882812,0.4000000059604645,positive,train
6_0THN4chvY_11,87.66326904296875,89.71859741210938,0.25,positive,train
6_0THN4chvY_12,89.71859741210938,95.38571166992188,1.7999999523162842,positive,train
6_0THN4chvY_13,95.38571166992188,96.17391967773438,2.200000047683716,positive,train
6_0THN4chvY_14,96.17391967773438,98.30906677246094,2.200000047683716,positive,train
73jzhE8R1TQ_1,73.28594207763672,80.22018432617188,1.0,positive,train
73jzhE8R1TQ_2,80.22018432617188,85.32857513427734,-0.800000011920929,negative,train
73jzhE8R1TQ_3,85.32857513427734,90.51677703857422,-0.800000011920929,negative,train
73jzhE8R1TQ_4,90.51677703857422,91.32494354248047,1.600000023841858,positive,train
73jzhE8R1TQ_5,91.32494354248047,94.4378662109375,-0.800000011920929,negative,train
73jzhE8R1TQ_6,94.4378662109375,98.0496597290039,1.7999999523162842,positive,train
73jzhE8R1TQ_7,98.0496597290039,100.16485595703125,1.399999976158142,positive,train
73jzhE8R1TQ_8,100.16485595703125,104.23560333251953,1.7999999523162842,positive,train
73jzhE8R1TQ_9,104.23560333251953,108.74535369873047,0.5,positive,train
73jzhE8R1TQ_10,108.3662109375,115.60974884033203,1.399999976158142,positive,train
73jzhE8R1TQ_11,115.60974884033203,119.70045471191406,-1.2000000476837158,negative,train
73jzhE8R1TQ_12,119.70045471191406,127.98163604736328,-1.2000000476837158,negative,train
73jzhE8R1TQ_13,127.34308624267578,138.39796447753906,-0.6000000238418579,negative,train
73jzhE8R1TQ_14,138.39796447753906,145.34217834472656,0.0,positive,train
73jzhE8R1TQ_15,145.34217834472656,153.87278747558594,-1.600000023841858,negative,train
73jzhE8R1TQ_16,153.8328857421875,157.3349151611328,-0.20000000298023224,negative,train
73jzhE8R1TQ_17,157.3349151611328,160.31814575195312,-0.4000000059604645,negative,train
73jzhE8R1TQ_18,160.31814575195312,167.05284118652344,-1.600000023841858,negative,train
73jzhE8R1TQ_19,167.05284118652344,173.95713806152344,-1.2000000476837158,negative,train
7JsX8y1ysxY_1,9.999773025512695,12.104989051818848,1.7999999523162842,positive,train
7JsX8y1ysxY_2,12.104989051818848,14.739002227783203,2.200000047683716,positive,train
7JsX8y1ysxY_3,14.739002227783203,16.125850677490234,-2.5999999046325684,negative,train
7JsX8y1ysxY_4,31.41111183166504,32.47868347167969,1.399999976158142,positive,train
7JsX8y1ysxY_5,32.47868347167969,46.8759651184082,1.0,positive,train
7JsX8y1ysxY_6,46.8759651184082,48.93129348754883,1.600000023841858,positive,train
7JsX8y1ysxY_7,48.93129348754883,51.49546432495117,-1.600000023841858,negative,train
7JsX8y1ysxY_8,51.49546432495117,64.4859390258789,-1.2000000476837158,negative,train
7JsX8y1ysxY_9,64.4859390258789,66.00249481201172,1.7999999523162842,positive,train
7JsX8y1ysxY_10,66.00249481201172,66.52131652832031,2.0,positive,train
7JsX8y1ysxY_11,71.88911437988281,72.99659729003906,-1.0,negative,train
7JsX8y1ysxY_12,74.36349487304688,79.19252014160156,0.6000000238418579,positive,train
7JsX8y1ysxY_13,79.19252014160156,81.79660034179688,-1.600000023841858,negative,train
7JsX8y1ysxY_14,84.08140563964844,93.09092712402344,-2.200000047683716,negative,train
7JsX8y1ysxY_15,92.79161071777344,97.62063598632812,-0.4000000059604645,negative,train
7JsX8y1ysxY_16,97.62063598632812,98.90770721435547,2.200000047683716,positive,train
7JsX8y1ysxY_17,98.90770721435547,100.19478607177734,0.800000011920929,positive,train
7JsX8y1ysxY_18,100.19478607177734,101.93083953857422,-0.4000000059604645,negative,train
7JsX8y1ysxY_19,101.93083953857422,104.56484985351562,-0.20000000298023224,negative,train
7JsX8y1ysxY_20,106.05147552490234,107.68775177001953,0.800000011920929,positive,train
7JsX8y1ysxY_21,107.68775177001953,113.83378601074219,1.7999999523162842,positive,train
7JsX8y1ysxY_22,119.28140258789062,121.37664031982422,2.5999999046325684,positive,train
7JsX8y1ysxY_23,126.10589599609375,127.23332977294922,2.4000000953674316,positive,train
7JsX8y1ysxY_24,127.23332977294922,129.23876953125,2.4000000953674316,positive,train
7JsX8y1ysxY_25,129.23876953125,130.52584838867188,2.5999999046325684,positive,train
7JsX8y1ysxY_26,130.52584838867188,133.88821411132812,1.7999999523162842,positive,train
7JsX8y1ysxY_27,135.31497192382812,136.4124755859375,2.0,positive,train
7JsX8y1ysxY_28,136.4124755859375,137.1607666015625,-1.25,negative,train
7JsX8y1ysxY_29,137.1607666015625,139.27597045898438,-1.5,negative,train
7JsX8y1ysxY_30,139.27597045898438,141.58071899414062,2.200000047683716,positive,train
7JsX8y1ysxY_31,141.58071899414062,142.30906677246094,2.200000047683716,positive,train
7JsX8y1ysxY_32,142.30906677246094,147.636962890625,0.6000000238418579,positive,train
7JsX8y1ysxY_33,153.5535125732422,155.53900146484375,1.399999976158142,positive,train
7JsX8y1ysxY_34,155.53900146484375,157.8836669921875,-0.6000000238418579,negative,train
7JsX8y1ysxY_35,157.8836669921875,160.24830627441406,-1.0,negative,train
7JsX8y1ysxY_36,160.24830627441406,166.783447265625,-1.600000023841858,negative,train
7JsX8y1ysxY_37,166.783447265625,169.46734619140625,-1.600000023841858,negative,train
7JsX8y1ysxY_38,169.46734619140625,175.38389587402344,-1.7999999523162842,negative,train
7JsX8y1ysxY_39,175.38389587402344,177.67868041992188,1.7999999523162842,positive,train
8OtFthrtaJM_1,16.52494239807129,19.01927375793457,0.4000000059604645,positive,train
8OtFthrtaJM_2,51.61519241333008,56.07505798339844,-1.0,negative,train
8OtFthrtaJM_3,56.07505798339844,64.79523468017578,-2.4000000953674316,negative,train
8OtFthrtaJM_4,64.79523468017578,67.11995697021484,-2.0,negative,train
8OtFthrtaJM_5,67.11995697021484,70.50226593017578,-0.20000000298023224,negative,train
8OtFthrtaJM_6,70.50226593017578,78.91315460205078,-2.5999999046325684,negative,train
8OtFthrtaJM_7,78.91315460205078,80.65918731689453,-1.399999976158142,negative,train
8OtFthrtaJM_8,80.65918731689453,84.41065979003906,-0.20000000298023224,negative,train
8OtFthrtaJM_9,84.41065979003906,89.4891128540039,0.4000000059604645,positive,train
8OtFthrtaJM_10,89.4891128540039,91.38480377197266,0.6000000238418579,positive,train
8OtFthrtaJM_11,91.38480377197266,97.5607681274414,-0.5,negative,train
8OtFthrtaJM_12,97.5607681274414,105.3331069946289,-0.800000011920929,negative,train
8OtFthrtaJM_13,115.02108764648438,129.25872802734375,-2.200000047683716,negative,train
8OtFthrtaJM_14,129.25872802734375,131.48367309570312,-1.399999976158142,negative,train
8OtFthrtaJM_15,131.48367309570312,136.29273986816406,0.0,positive,train
8OtFthrtaJM_16,136.29273986816406,138.9866180419922,0.6000000238418579,positive,train
8OtFthrtaJM_17,138.9866180419922,140.4433135986328,1.0,positive,train
8OtFthrtaJM_18,140.4433135986328,142.6283416748047,1.399999976158142,positive,train
8OtFthrtaJM_19,142.6283416748047,147.76666259765625,-2.200000047683716,negative,train
8OtFthrtaJM_20,147.76666259765625,151.34852600097656,-1.7999999523162842,negative,train
8OtFthrtaJM_21,151.34852600097656,154.0723419189453,-2.200000047683716,negative,train
8OtFthrtaJM_22,154.0723419189453,158.57211303710938,2.0,positive,train
8OtFthrtaJM_23,160.57754516601562,169.52720642089844,-1.0,negative,train
8d-gEyoeBzc_1,1.1798186302185059,4.222902297973633,1.2000000476837158,positive,train
8d-gEyoeBzc_2,4.222902297973633,12.364398956298828,-0.800000011920929,negative,train
8d-gEyoeBzc_3,12.364398956298828,26.53219985961914,-0.20000000298023224,negative,train
8d-gEyoeBzc_4,26.53219985961914,29.62516975402832,-0.20000000298023224,negative,train
8d-gEyoeBzc_5,29.62516975402832,35.68140411376953,-2.0,negative,train
8d-gEyoeBzc_6,35.68140411376953,39.99161148071289,-1.5,negative,train
8d-gEyoeBzc_7,39.99161148071289,42.10680389404297,0.20000000298023224,positive,train
8d-gEyoeBzc_8,42.10680389404297,46.77619171142578,1.2000000476837158,positive,train
8d-gEyoeBzc_9,47.554420471191406,52.373470306396484,1.399999976158142,positive,train
8d-gEyoeBzc_10,52.373470306396484,58.08049774169922,0.6000000238418579,positive,train
8d-gEyoeBzc_11,58.08049774169922,60.874149322509766,1.600000023841858,positive,train
8d-gEyoeBzc_12,60.874149322509766,63.548072814941406,1.600000023841858,positive,train
8d-gEyoeBzc_13,63.548072814941406,65.2242660522461,1.399999976158142,positive,train
8d-gEyoeBzc_14,65.2242660522461,66.30181121826172,0.0,positive,train
8d-gEyoeBzc_15,66.30181121826172,69.5843505859375,0.800000011920929,positive,train
8d-gEyoeBzc_16,69.5843505859375,72.09864044189453,1.2000000476837158,positive,train
8d-gEyoeBzc_17,72.09864044189453,75.10181427001953,1.0,positive,train
8d-gEyoeBzc_18,76.37891387939453,80.43968200683594,0.6000000238418579,positive,train
8d-gEyoeBzc_19,80.43968200683594,85.0591812133789,1.600000023841858,positive,train
8d-gEyoeBzc_20,85.0591812133789,91.98344421386719,1.2000000476837158,positive,train
8d-gEyoeBzc_21,91.98344421386719,110.44149780273438,-2.0,negative,train
8d-gEyoeBzc_22,109.7630386352539,118.46326446533203,-1.0,negative,train
8d-gEyoeBzc_23,118.46326446533203,125.84648895263672,-0.4000000059604645,negative,train
8d-gEyoeBzc_24,125.84648895263672,138.96665954589844,-1.399999976158142,negative,train
8d-gEyoeBzc_25,138.96665954589844,141.45101928710938,1.7999999523162842,positive,train
8d-gEyoeBzc_26,141.45101928710938,155.1598663330078,1.0,positive,train
