FileName,text,audio
11650_19,10,246
11650_2,14,282
11650_20,12,290
11650_21,16,399
11650_22,26,394
11650_23,12,281
11650_24,23,544
11650_3,28,544
11650_4,10,318
11650_5,23,504
11650_6,7,158
11650_7,27,608
11650_8,10,285
11650_9,25,711
119348_0,22,809
119348_1,54,1393
119348_10,31,754
119348_11,63,1982
119348_12,39,1106
119348_2,8,306
119348_3,20,446
119348_4,87,2762
119348_5,26,717
119348_6,23,358
119348_7,7,214
119348_8,7,129
119348_9,8,191
120vnZnmhq4_0,31,962
121358_0,13,283
121358_1,29,807
121358_10,44,1166
121358_11,9,156
121358_12,28,850
121358_13,31,786
121358_14,17,624
121358_15,9,190
121358_16,20,645
121358_17,21,595
121358_18,21,577
121358_19,36,944
121358_2,31,606
121358_20,81,2243
121358_21,37,890
121358_22,14,361
121358_3,11,367
121358_4,8,162
121358_5,15,382
121358_6,10,231
121358_7,10,284
121358_8,8,240
121358_9,9,288
122439_0,10,546
122439_1,15,375
122439_2,16,555
122439_3,32,1112
122439_4,11,488
122439_5,30,1124
122439_6,9,266
122439_7,17,546
122439_8,11,570
122439_9,55,1815
122602_0,28,886
122602_1,19,604
122602_10,17,544
122602_11,18,295
122602_12,11,369
122602_13,14,438
122602_14,11,324
122602_15,9,225
122602_16,13,296
122602_17,57,1199
122602_18,14,360
122602_2,26,630
122602_3,36,1124
122602_4,15,534
122602_5,12,236
122602_6,37,947
122602_7,26,393
122602_8,30,978
122602_9,10,265
122842_0,23,538
122842_1,7,162
122842_10,30,561
122842_11,29,706
122842_12,30,653
122842_2,12,219
122842_3,13,330
122842_4,15,666
122842_5,44,809
122842_6,36,865
122842_7,14,405
122842_8,58,1081
122842_9,12,247
125708_0,60,2014
125730_0,21,634
125730_1,64,1995
125730_10,17,448
125730_11,12,356
125730_12,38,969
125730_13,63,1839
125730_14,9,173
125730_15,21,489
125730_2,33,744
125730_3,25,599
125730_4,18,429
125730_5,25,614
125730_6,26,635
125730_7,29,658
125730_8,16,443
125730_9,10,246
125845_0,17,333
125845_1,46,1037
125845_10,16,385
125845_2,28,1032
125845_3,43,1315
125845_4,16,347
125845_5,41,931
125845_6,37,922
125845_7,10,221
125845_8,22,510
125845_9,24,438
125895_0,45,1649
125895_1,21,713
125895_2,27,1011
125895_3,32,937
125895_4,18,436
125895_5,11,291
125895_6,17,302
125895_7,11,237
125895_8,8,230
125895_9,23,825
126542_0,34,749
126542_1,21,371
126542_10,12,285
126542_11,32,637
126542_12,23,647
126542_13,28,687
126542_14,9,303
126542_15,50,1084
126542_16,16,283
126542_17,9,246
126542_2,16,361
126542_3,7,201
126542_4,12,245
126542_5,18,401
126542_6,15,234
126542_7,21,665
126542_8,23,660
126542_9,22,662
126831_0,12,198
126831_1,27,626
126831_10,28,606
126831_11,16,333
126831_12,31,560
126831_13,16,376
126831_14,14,248
126831_15,29,769
126831_16,27,760
126831_17,11,224
126831_2,15,442
126831_3,8,168
126831_4,9,210
126831_5,12,209
126831_6,8,273
126831_7,41,992
126831_8,21,443
126831_9,6,227
127470_0,12,340
127470_1,33,699
127470_10,18,344
127470_11,19,275
127470_12,14,465
127470_2,10,221
127470_3,22,443
127470_4,17,397
127470_5,50,1314
127470_6,21,448
127470_7,12,287
127470_8,13,230
127470_9,18,247
127539_0,60,1218
127539_1,19,540
127539_2,13,221
127539_3,50,1207
127539_4,16,541
127539_5,25,507
127539_6,34,691
127539_7,32,642
127539_8,19,352
127539_9,45,1002
12812_0,20,506
12812_1,13,486
12812_2,55,1368
12812_3,28,619
12812_4,7,244
12812_5,24,585
12812_6,47,1367
128258_0,13,314
128258_1,19,643
128258_10,11,207
128258_11,15,486
128258_12,24,506
128258_13,18,535
128258_14,16,504
128258_2,38,806
128258_3,16,375
128258_4,21,823
128258_5,30,1100
128258_6,18,545
128258_7,6,167
128258_8,16,288
128258_9,10,304
128752_0,20,460
128752_1,11,335
128752_10,15,339
128752_11,15,280
128752_12,51,1106
128752_13,25,447
128752_14,9,229
128752_15,25,569
128752_16,24,589
128752_2,17,348
128752_3,23,460
128752_4,24,494
128752_5,24,407
128752_6,10,217
128752_7,13,217
128752_8,21,370
128752_9,28,541
128949_0,41,1284
128949_1,54,1372
128949_2,23,497
128949_3,34,761
128949_4,24,582
128949_5,66,1923
128949_6,18,388
128949_7,8,227
128949_8,43,799
129733_0,51,898
129733_1,13,431
129733_10,60,1320
129733_11,23,311
129733_2,34,721
129733_3,22,640
129733_4,18,434
129733_5,17,404
129733_6,33,724
129733_7,9,239
129733_8,38,1045
129733_9,34,641
130149_0,55,1270
130149_1,22,678
130149_2,15,252
130149_3,27,650
130149_4,172,5695
130149_5,12,226
130149_6,25,466
130426_0,17,424
130426_1,32,906
130426_2,15,382
130426_3,16,329
130426_4,23,529
130426_5,34,868
130426_6,23,547
130426_7,32,777
130426_8,51,1452
130448_0,16,327
130448_1,18,404
130448_2,17,335
130448_3,48,1555
130448_4,14,351
130448_5,29,679
130448_6,30,711
130448_7,32,656
130448_8,50,1217
130448_9,21,399
130633_0,15,366
130633_1,27,819
130633_10,48,924
130633_2,21,461
130633_3,25,736
130633_4,43,1019
130633_5,51,1472
130633_6,16,609
130633_7,18,506
130633_8,15,381
130633_9,7,202
131650_0,9,253
131650_1,40,1111
131650_10,21,387
131650_2,21,574
131650_3,17,670
131650_4,17,431
131650_5,15,322
131650_6,63,1663
131650_7,13,244
131650_8,19,688
131650_9,6,179
131871_0,34,904
131871_1,19,554
131871_2,35,848
131871_3,50,1561
131871_4,23,702
131871_5,40,1218
131871_6,19,541
131871_7,41,1286
131871_8,28,763
131936_0,42,1145
131936_1,25,1122
131936_2,29,1294
131936_3,12,264
131936_4,34,1469
131936_5,32,1124
131936_6,47,1687
131936_7,41,1445
134252_0,23,445
134252_1,4,124
134252_2,14,321
134252_3,22,545
134252_4,27,603
134252_5,17,416
134252_6,111,2436
134252_7,34,569
134252_8,34,833
134252_9,24,489
136205_0,20,698
136205_1,57,1622
136205_10,12,509
136205_11,22,717
136205_12,13,498
136205_13,9,271
136205_14,26,723
136205_15,8,228
136205_2,42,1336
136205_3,14,346
136205_4,13,450
136205_5,31,1110
136205_6,13,435
136205_7,16,554
136205_8,21,476
136205_9,17,702
136211_0,42,1357
136211_1,22,743
136211_2,15,673
136211_3,44,993
136211_4,34,639
136211_5,65,1824
136211_6,34,671
136211_7,28,468
136215_0,23,618
136215_1,8,206
136215_10,41,919
136215_11,13,442
136215_12,18,443
136215_13,20,579
136215_14,12,280
136215_2,34,1077
136215_3,49,1013
136215_4,38,942
136215_5,21,685
136215_6,6,275
136215_7,47,1651
136215_8,17,553
136215_9,14,383
137827_0,15,326
137827_1,19,417
137827_2,37,1115
137827_3,35,1119
137827_4,57,1767
137827_5,26,774
137827_6,27,996
139006_0,20,864
139006_1,47,1369
139006_10,50,1628
139006_11,42,1641
139006_12,24,608
139006_2,114,3019
139006_3,21,627
139006_4,58,1621
139006_5,19,661
139006_6,26,780
139006_7,151,4608
139006_8,18,427
139006_9,34,978
139032_0,32,901
139032_1,30,581
139032_10,28,948
139032_11,14,247
139032_12,57,1707
139032_13,84,2466
139032_14,54,1546
139032_15,23,505
139032_16,11,331
139032_17,11,258
139032_2,34,1008
139032_3,103,3186
139032_4,24,794
139032_5,11,329
139032_6,29,642
139032_7,9,294
139032_8,17,461
139032_9,64,1964
13JpsLvddoY_0,19,380
13JpsLvddoY_1,22,596
13JpsLvddoY_2,32,794
13JpsLvddoY_3,18,572
140293_0,11,362
140293_1,20,685
140293_2,38,838
140293_3,56,1513
140293_4,32,735
140293_5,57,1176
140293_6,41,745
140293_7,46,967
140317_0,30,593
140317_1,21,390
140317_10,42,869
140317_11,40,1025
140317_12,33,819
140317_2,27,592
140317_3,10,330
140317_4,12,399
140317_5,22,424
140317_6,9,229
140317_7,13,420
140317_8,15,381
140317_9,55,1165
154449_0,10,319
154449_1,16,654
154449_10,38,1143
154449_11,22,793
154449_12,31,992
154449_13,22,578
154449_2,14,403
154449_3,27,683
154449_4,9,165
154449_5,4,63
154449_6,4,154
154449_7,20,736
154449_8,8,401
154449_9,6,192
15837_0,8,180
15837_1,14,311
15837_10,37,878
15837_11,34,866
15837_12,39,915
15837_13,14,323
15837_2,10,246
15837_3,7,173
15837_4,18,502
15837_5,20,444
15837_6,21,428
15837_7,8,257
15837_8,7,196
15837_9,36,789
15Wu4U2VPLw_0,24,731
15Wu4U2VPLw_1,18,581
15Wu4U2VPLw_2,19,863
15Wu4U2VPLw_3,29,914
15Wu4U2VPLw_4,15,339
15Wu4U2VPLw_5,18,517
15Wu4U2VPLw_6,11,369
15Wu4U2VPLw_7,20,514
15ktF-6wutk_0,19,327
15ktF-6wutk_1,23,615
15ktF-6wutk_2,10,318
15ktF-6wutk_3,29,214
15ktF-6wutk_4,22,420
15ktF-6wutk_5,30,564
15ktF-6wutk_6,29,669
180923_0,15,579
180923_1,23,607
180923_10,20,814
180923_11,34,1149
180923_12,52,1421
180923_13,15,592
180923_14,36,981
180923_2,16,400
180923_3,16,325
180923_4,16,486
180923_5,13,333
180923_6,13,728
180923_7,15,373
180923_8,12,412
180923_9,7,180
184784_0,23,456
184784_1,15,400
184784_2,19,554
184784_3,64,1932
184784_4,34,694
184784_5,14,334
184784_6,42,1031
186631_0,48,1660
186631_1,37,988
186631_10,48,1310
186631_11,29,732
186631_12,36,819
186631_2,58,1452
186631_3,14,465
186631_4,12,248
186631_5,13,434
186631_6,17,531
186631_7,16,364
186631_8,41,1402
186631_9,18,474
188122_0,21,427
188122_1,18,343
188122_10,11,274
188122_11,16,393
188122_12,11,216
188122_13,40,1207
188122_14,9,179
188122_15,29,616
188122_16,31,838
188122_2,12,294
188122_3,25,715
188122_4,21,337
188122_5,41,908
188122_6,40,1242
188122_7,30,723
188122_8,18,450
188122_9,15,303
189966_0,13,493
189966_1,8,219
189966_10,23,1018
189966_11,11,356
189966_12,19,413
189966_13,15,463
189966_14,27,408
189966_15,29,1050
189966_16,25,522
189966_17,19,310
189966_18,29,661
189966_19,11,243
189966_2,19,413
189966_20,26,488
189966_21,32,716
189966_22,11,237
189966_23,42,830
189966_24,8,234
189966_25,44,1016
189966_3,9,236
189966_4,10,255
189966_5,7,188
189966_6,15,459
189966_7,10,219
189966_8,37,855
189966_9,16,522
18JTkk8JbeU_0,54,1875
18JTkk8JbeU_1,34,1166
18JTkk8JbeU_2,25,898
18JTkk8JbeU_3,27,572
18JTkk8JbeU_4,29,923
18QjfdhJEM4_0,30,841
18QjfdhJEM4_1,28,576
18QjfdhJEM4_10,18,326
18QjfdhJEM4_11,33,962
18QjfdhJEM4_12,22,593
18QjfdhJEM4_13,34,1056
18QjfdhJEM4_14,34,992
