FileName,text,audio
5W7Z1C_fDaE_17,23,419
5W7Z1C_fDaE_18,11,210
5W7Z1C_fDaE_19,13,258
5W7Z1C_fDaE_2,16,388
5W7Z1C_fDaE_20,9,212
5W7Z1C_fDaE_21,21,486
5W7Z1C_fDaE_22,27,702
5W7Z1C_fDaE_23,22,560
5W7Z1C_fDaE_24,10,574
5W7Z1C_fDaE_3,5,98
5W7Z1C_fDaE_4,5,70
5W7Z1C_fDaE_5,9,191
5W7Z1C_fDaE_6,8,138
5W7Z1C_fDaE_7,25,683
5W7Z1C_fDaE_8,7,107
5W7Z1C_fDaE_9,13,249
6Egk_28TtTM_1,15,518
6Egk_28TtTM_10,18,644
6Egk_28TtTM_11,28,1196
6Egk_28TtTM_12,12,354
6Egk_28TtTM_2,23,792
6Egk_28TtTM_3,22,1059
6Egk_28TtTM_4,8,323
6Egk_28TtTM_5,20,816
6Egk_28TtTM_6,14,551
6Egk_28TtTM_7,9,340
6Egk_28TtTM_8,21,846
6Egk_28TtTM_9,22,830
6_0THN4chvY_1,33,621
6_0THN4chvY_10,20,393
6_0THN4chvY_11,16,189
6_0THN4chvY_12,23,588
6_0THN4chvY_13,7,112
6_0THN4chvY_14,8,228
6_0THN4chvY_2,35,885
6_0THN4chvY_3,15,435
6_0THN4chvY_4,9,142
6_0THN4chvY_5,8,184
6_0THN4chvY_6,8,284
6_0THN4chvY_7,11,370
6_0THN4chvY_8,21,525
6_0THN4chvY_9,15,444
73jzhE8R1TQ_1,24,628
73jzhE8R1TQ_10,20,739
73jzhE8R1TQ_11,13,374
73jzhE8R1TQ_12,29,857
73jzhE8R1TQ_13,31,1099
73jzhE8R1TQ_14,26,641
73jzhE8R1TQ_15,32,862
73jzhE8R1TQ_16,13,356
73jzhE8R1TQ_17,12,302
73jzhE8R1TQ_18,30,751
73jzhE8R1TQ_19,15,669
73jzhE8R1TQ_2,20,539
73jzhE8R1TQ_3,15,463
73jzhE8R1TQ_4,8,82
73jzhE8R1TQ_5,12,356
73jzhE8R1TQ_6,14,365
73jzhE8R1TQ_7,9,193
73jzhE8R1TQ_8,17,395
73jzhE8R1TQ_9,16,518
7JsX8y1ysxY_1,8,191
7JsX8y1ysxY_10,6,56
7JsX8y1ysxY_11,7,105
7JsX8y1ysxY_12,15,523
7JsX8y1ysxY_13,10,147
7JsX8y1ysxY_14,24,885
7JsX8y1ysxY_15,16,470
7JsX8y1ysxY_16,6,121
7JsX8y1ysxY_17,8,145
7JsX8y1ysxY_18,9,172
7JsX8y1ysxY_19,14,309
7JsX8y1ysxY_2,8,233
7JsX8y1ysxY_20,10,175
7JsX8y1ysxY_21,21,597
7JsX8y1ysxY_22,8,138
7JsX8y1ysxY_23,9,154
7JsX8y1ysxY_24,7,168
7JsX8y1ysxY_25,7,142
7JsX8y1ysxY_26,20,319
7JsX8y1ysxY_27,10,105
7JsX8y1ysxY_28,5,105
7JsX8y1ysxY_29,11,205
7JsX8y1ysxY_3,9,210
7JsX8y1ysxY_30,13,200
7JsX8y1ysxY_31,7,163
7JsX8y1ysxY_32,16,470
7JsX8y1ysxY_33,8,212
7JsX8y1ysxY_34,8,237
7JsX8y1ysxY_35,12,233
7JsX8y1ysxY_36,29,623
7JsX8y1ysxY_37,13,302
7JsX8y1ysxY_38,26,614
7JsX8y1ysxY_39,11,177
7JsX8y1ysxY_4,9,119
7JsX8y1ysxY_5,43,1526
7JsX8y1ysxY_6,9,105
7JsX8y1ysxY_7,12,284
7JsX8y1ysxY_8,53,1352
7JsX8y1ysxY_9,7,77
8OtFthrtaJM_1,12,282
8OtFthrtaJM_10,12,193
8OtFthrtaJM_11,28,632
8OtFthrtaJM_12,34,795
8OtFthrtaJM_13,51,1389
8OtFthrtaJM_14,11,263
8OtFthrtaJM_15,19,474
8OtFthrtaJM_16,11,235
8OtFthrtaJM_17,12,154
8OtFthrtaJM_18,15,258
8OtFthrtaJM_19,19,472
8OtFthrtaJM_2,16,442
8OtFthrtaJM_20,12,374
8OtFthrtaJM_21,11,312
8OtFthrtaJM_22,20,419
8OtFthrtaJM_23,30,867
8OtFthrtaJM_3,21,862
8OtFthrtaJM_4,9,212
8OtFthrtaJM_5,19,374
8OtFthrtaJM_6,22,867
8OtFthrtaJM_7,7,138
8OtFthrtaJM_8,13,419
8OtFthrtaJM_9,23,449
8d-gEyoeBzc_1,14,256
8d-gEyoeBzc_10,23,546
8d-gEyoeBzc_11,12,254
8d-gEyoeBzc_12,10,277
8d-gEyoeBzc_13,9,170
8d-gEyoeBzc_14,7,107
8d-gEyoeBzc_15,14,379
8d-gEyoeBzc_16,13,228
8d-gEyoeBzc_17,13,323
8d-gEyoeBzc_18,18,398
8d-gEyoeBzc_19,11,586
8d-gEyoeBzc_2,31,832
8d-gEyoeBzc_20,19,590
8d-gEyoeBzc_21,48,1844
8d-gEyoeBzc_22,31,888
8d-gEyoeBzc_23,33,737
8d-gEyoeBzc_24,32,1324
8d-gEyoeBzc_25,10,235
8d-gEyoeBzc_26,42,1350
8d-gEyoeBzc_27,17,347
8d-gEyoeBzc_28,22,542
8d-gEyoeBzc_29,16,433
8d-gEyoeBzc_3,39,1385
8d-gEyoeBzc_30,10,145
8d-gEyoeBzc_4,14,409
8d-gEyoeBzc_5,22,560
8d-gEyoeBzc_6,15,374
8d-gEyoeBzc_7,9,224
8d-gEyoeBzc_8,21,474
8d-gEyoeBzc_9,14,500
8qrpnFRGt2A_1,45,1308
8qrpnFRGt2A_10,28,1134
8qrpnFRGt2A_11,20,537
8qrpnFRGt2A_12,18,795
8qrpnFRGt2A_13,7,114
8qrpnFRGt2A_14,15,302
8qrpnFRGt2A_15,46,1633
8qrpnFRGt2A_16,17,377
8qrpnFRGt2A_17,9,140
8qrpnFRGt2A_18,14,423
8qrpnFRGt2A_19,33,1183
8qrpnFRGt2A_2,14,333
8qrpnFRGt2A_20,23,639
8qrpnFRGt2A_21,19,553
8qrpnFRGt2A_22,25,588
8qrpnFRGt2A_23,12,217
8qrpnFRGt2A_24,15,391
8qrpnFRGt2A_25,14,212
8qrpnFRGt2A_26,33,1162
8qrpnFRGt2A_3,15,563
8qrpnFRGt2A_4,19,929
8qrpnFRGt2A_5,13,574
8qrpnFRGt2A_6,15,890
8qrpnFRGt2A_7,10,895
8qrpnFRGt2A_8,21,570
8qrpnFRGt2A_9,14,284
9J25DZhivz8_1,7,235
9J25DZhivz8_10,26,939
9J25DZhivz8_11,18,316
9J25DZhivz8_12,10,233
9J25DZhivz8_13,21,412
9J25DZhivz8_14,10,542
9J25DZhivz8_15,10,91
9J25DZhivz8_16,17,525
9J25DZhivz8_17,17,261
9J25DZhivz8_18,40,1331
9J25DZhivz8_19,20,463
9J25DZhivz8_2,9,284
9J25DZhivz8_20,9,110
9J25DZhivz8_21,8,105
9J25DZhivz8_22,11,316
9J25DZhivz8_23,9,191
9J25DZhivz8_24,10,170
9J25DZhivz8_25,18,525
9J25DZhivz8_3,12,242
9J25DZhivz8_4,7,268
9J25DZhivz8_5,7,131
9J25DZhivz8_6,25,762
9J25DZhivz8_7,28,1043
9J25DZhivz8_8,9,203
9J25DZhivz8_9,10,333
9T9Hf74oK10_1,7,105
9T9Hf74oK10_10,9,172
9T9Hf74oK10_11,28,762
9T9Hf74oK10_12,13,349
9T9Hf74oK10_13,14,504
9T9Hf74oK10_14,20,439
9T9Hf74oK10_15,22,354
9T9Hf74oK10_16,21,453
9T9Hf74oK10_17,18,319
9T9Hf74oK10_18,12,347
9T9Hf74oK10_19,14,261
9T9Hf74oK10_2,29,737
9T9Hf74oK10_20,13,212
9T9Hf74oK10_21,17,590
9T9Hf74oK10_22,12,365
9T9Hf74oK10_23,13,233
9T9Hf74oK10_24,11,196
9T9Hf74oK10_25,12,326
9T9Hf74oK10_3,15,286
9T9Hf74oK10_4,12,277
9T9Hf74oK10_5,13,282
9T9Hf74oK10_6,10,298
9T9Hf74oK10_7,31,922
9T9Hf74oK10_8,32,1164
9T9Hf74oK10_9,24,579
9c67fiY0wGQ_1,15,342
9c67fiY0wGQ_10,14,453
9c67fiY0wGQ_11,9,212
9c67fiY0wGQ_12,17,439
9c67fiY0wGQ_2,14,349
9c67fiY0wGQ_3,26,746
9c67fiY0wGQ_4,15,451
9c67fiY0wGQ_5,10,358
9c67fiY0wGQ_6,22,688
9c67fiY0wGQ_7,15,384
9c67fiY0wGQ_8,12,279
9c67fiY0wGQ_9,9,198
9qR7uwkblbs_1,20,347
9qR7uwkblbs_10,16,349
9qR7uwkblbs_11,34,823
9qR7uwkblbs_12,27,560
9qR7uwkblbs_13,26,460
9qR7uwkblbs_14,11,128
9qR7uwkblbs_15,44,925
9qR7uwkblbs_16,18,481
9qR7uwkblbs_17,14,177
9qR7uwkblbs_18,16,237
9qR7uwkblbs_19,12,142
9qR7uwkblbs_2,11,247
9qR7uwkblbs_20,12,142
9qR7uwkblbs_21,11,126
9qR7uwkblbs_22,16,233
9qR7uwkblbs_23,40,816
9qR7uwkblbs_24,10,117
9qR7uwkblbs_25,15,314
9qR7uwkblbs_26,17,217
9qR7uwkblbs_27,10,182
9qR7uwkblbs_28,19,549
9qR7uwkblbs_29,14,249
9qR7uwkblbs_3,13,184
9qR7uwkblbs_30,29,697
9qR7uwkblbs_31,13,261
9qR7uwkblbs_32,11,159
9qR7uwkblbs_33,6,22
9qR7uwkblbs_4,11,265
9qR7uwkblbs_5,35,716
9qR7uwkblbs_6,15,249
9qR7uwkblbs_7,12,224
9qR7uwkblbs_8,13,149
9qR7uwkblbs_9,17,291
Af8D0E4ZXaw_1,28,662
Af8D0E4ZXaw_10,36,667
Af8D0E4ZXaw_11,21,516
Af8D0E4ZXaw_12,20,293
Af8D0E4ZXaw_13,11,135
Af8D0E4ZXaw_14,7,119
Af8D0E4ZXaw_15,14,291
Af8D0E4ZXaw_16,9,140
Af8D0E4ZXaw_17,18,421
Af8D0E4ZXaw_18,14,221
Af8D0E4ZXaw_19,11,175
Af8D0E4ZXaw_2,31,825
Af8D0E4ZXaw_20,12,335
Af8D0E4ZXaw_21,43,1043
Af8D0E4ZXaw_22,18,270
Af8D0E4ZXaw_23,23,565
Af8D0E4ZXaw_24,24,602
Af8D0E4ZXaw_25,9,224
Af8D0E4ZXaw_26,29,639
Af8D0E4ZXaw_27,19,433
Af8D0E4ZXaw_28,12,154
Af8D0E4ZXaw_29,10,251
Af8D0E4ZXaw_3,20,423
Af8D0E4ZXaw_30,9,154
Af8D0E4ZXaw_31,12,263
Af8D0E4ZXaw_4,29,602
Af8D0E4ZXaw_5,18,514
Af8D0E4ZXaw_6,6,135
Af8D0E4ZXaw_7,15,279
Af8D0E4ZXaw_8,19,328
Af8D0E4ZXaw_9,13,270
BI97DNYfe5I_1,9,244
BI97DNYfe5I_10,24,604
BI97DNYfe5I_11,11,161
BI97DNYfe5I_12,20,449
BI97DNYfe5I_13,8,124
BI97DNYfe5I_14,8,203
BI97DNYfe5I_15,9,140
BI97DNYfe5I_16,11,256
BI97DNYfe5I_17,8,156
BI97DNYfe5I_18,16,270
BI97DNYfe5I_19,20,451
BI97DNYfe5I_2,25,676
BI97DNYfe5I_20,8,38
BI97DNYfe5I_21,7,59
BI97DNYfe5I_22,10,217
BI97DNYfe5I_23,17,437
BI97DNYfe5I_24,10,244
BI97DNYfe5I_25,15,347
BI97DNYfe5I_26,16,426
BI97DNYfe5I_27,10,309
BI97DNYfe5I_28,8,177
BI97DNYfe5I_29,10,152
BI97DNYfe5I_3,17,433
BI97DNYfe5I_30,10,191
BI97DNYfe5I_31,9,226
BI97DNYfe5I_4,11,293
BI97DNYfe5I_5,14,312
BI97DNYfe5I_6,11,256
BI97DNYfe5I_7,29,802
BI97DNYfe5I_8,10,189
BI97DNYfe5I_9,10,172
BXuRRbG0Ugk_1,48,1148
BXuRRbG0Ugk_10,34,1078
BXuRRbG0Ugk_11,18,426
BXuRRbG0Ugk_12,35,839
BXuRRbG0Ugk_13,21,567
BXuRRbG0Ugk_14,26,637
BXuRRbG0Ugk_15,11,286
BXuRRbG0Ugk_16,30,760
BXuRRbG0Ugk_17,12,293
BXuRRbG0Ugk_18,17,491
BXuRRbG0Ugk_19,22,567
BXuRRbG0Ugk_2,8,198
BXuRRbG0Ugk_20,16,439
BXuRRbG0Ugk_21,20,688
BXuRRbG0Ugk_22,26,686
BXuRRbG0Ugk_23,25,602
BXuRRbG0Ugk_24,11,289
BXuRRbG0Ugk_25,21,419
BXuRRbG0Ugk_26,25,681
BXuRRbG0Ugk_27,13,435
BXuRRbG0Ugk_28,23,546
BXuRRbG0Ugk_29,17,456
BXuRRbG0Ugk_3,11,172
BXuRRbG0Ugk_30,11,474
BXuRRbG0Ugk_31,21,707
BXuRRbG0Ugk_4,14,296
BXuRRbG0Ugk_5,12,333
BXuRRbG0Ugk_6,19,291
BXuRRbG0Ugk_7,23,644
BXuRRbG0Ugk_8,17,398
BXuRRbG0Ugk_9,18,713
Bfr499ggo-0_1,10,377
Bfr499ggo-0_10,10,205
Bfr499ggo-0_11,10,205
Bfr499ggo-0_12,13,258
Bfr499ggo-0_13,10,233
Bfr499ggo-0_14,20,511
Bfr499ggo-0_15,7,135
Bfr499ggo-0_16,21,669
Bfr499ggo-0_17,15,502
Bfr499ggo-0_18,11,265
Bfr499ggo-0_19,8,233
Bfr499ggo-0_2,8,142
Bfr499ggo-0_20,12,254
Bfr499ggo-0_21,9,149
Bfr499ggo-0_22,16,439
Bfr499ggo-0_3,26,809
Bfr499ggo-0_4,12,230
Bfr499ggo-0_5,21,980
Bfr499ggo-0_6,12,205
Bfr499ggo-0_7,15,249
Bfr499ggo-0_8,18,525
Bfr499ggo-0_9,12,296
BioHAh1qJAQ_1,12,289
BioHAh1qJAQ_10,9,170
BioHAh1qJAQ_11,13,321
BioHAh1qJAQ_12,16,388
BioHAh1qJAQ_13,18,567
BioHAh1qJAQ_14,8,221
BioHAh1qJAQ_15,13,307
BioHAh1qJAQ_16,18,377
BioHAh1qJAQ_17,12,300
BioHAh1qJAQ_18,15,430
BioHAh1qJAQ_19,40,1020
BioHAh1qJAQ_2,17,446
BioHAh1qJAQ_20,25,876
BioHAh1qJAQ_21,11,254
BioHAh1qJAQ_22,12,286
BioHAh1qJAQ_23,16,363
BioHAh1qJAQ_24,15,672
BioHAh1qJAQ_25,9,119
BioHAh1qJAQ_26,31,1004
BioHAh1qJAQ_27,38,1087
BioHAh1qJAQ_28,23,609
BioHAh1qJAQ_29,10,226
BioHAh1qJAQ_3,23,630
BioHAh1qJAQ_30,46,1266
BioHAh1qJAQ_4,13,511
BioHAh1qJAQ_5,20,472
BioHAh1qJAQ_6,16,511
BioHAh1qJAQ_7,20,537
BioHAh1qJAQ_8,13,279
BioHAh1qJAQ_9,11,233
BvYR0L6f2Ig_1,14,203
BvYR0L6f2Ig_10,14,340
BvYR0L6f2Ig_11,9,128
BvYR0L6f2Ig_12,27,472
BvYR0L6f2Ig_13,12,200
BvYR0L6f2Ig_14,18,291
BvYR0L6f2Ig_15,16,328
BvYR0L6f2Ig_16,18,493
BvYR0L6f2Ig_17,19,391
BvYR0L6f2Ig_18,9,42
BvYR0L6f2Ig_19,12,191
BvYR0L6f2Ig_2,21,665
BvYR0L6f2Ig_20,19,305
BvYR0L6f2Ig_21,15,251
BvYR0L6f2Ig_22,8,56
BvYR0L6f2Ig_23,25,597
BvYR0L6f2Ig_24,13,312
BvYR0L6f2Ig_25,9,182
BvYR0L6f2Ig_26,23,326
BvYR0L6f2Ig_3,17,358
BvYR0L6f2Ig_4,13,230
BvYR0L6f2Ig_5,13,272
BvYR0L6f2Ig_6,20,576
BvYR0L6f2Ig_7,27,823
BvYR0L6f2Ig_8,7,147
BvYR0L6f2Ig_9,19,421
Ci-AH39fi3Y_1,9,114
Ci-AH39fi3Y_10,8,98
Ci-AH39fi3Y_11,16,314
Ci-AH39fi3Y_12,18,321
Ci-AH39fi3Y_13,14,296
Ci-AH39fi3Y_14,9,177
Ci-AH39fi3Y_15,16,393
Ci-AH39fi3Y_16,18,342
Ci-AH39fi3Y_17,19,323
Ci-AH39fi3Y_18,12,210
Ci-AH39fi3Y_19,10,186
Ci-AH39fi3Y_2,18,465
Ci-AH39fi3Y_20,17,567
Ci-AH39fi3Y_21,14,309
Ci-AH39fi3Y_22,10,224
Ci-AH39fi3Y_23,11,138
Ci-AH39fi3Y_24,11,384
Ci-AH39fi3Y_25,18,421
Ci-AH39fi3Y_26,15,379
Ci-AH39fi3Y_27,12,210
Ci-AH39fi3Y_28,14,298
Ci-AH39fi3Y_29,19,261
Ci-AH39fi3Y_3,10,165
Ci-AH39fi3Y_30,29,621
Ci-AH39fi3Y_31,7,138
Ci-AH39fi3Y_32,8,114
Ci-AH39fi3Y_33,19,296
Ci-AH39fi3Y_34,17,291
Ci-AH39fi3Y_35,13,205
Ci-AH39fi3Y_36,29,467
Ci-AH39fi3Y_37,21,407
Ci-AH39fi3Y_38,15,275
Ci-AH39fi3Y_39,10,214
Ci-AH39fi3Y_4,12,251
Ci-AH39fi3Y_40,16,235
Ci-AH39fi3Y_41,12,138
Ci-AH39fi3Y_42,22,474
Ci-AH39fi3Y_43,14,205
Ci-AH39fi3Y_44,11,210
Ci-AH39fi3Y_5,9,105
Ci-AH39fi3Y_6,18,358
Ci-AH39fi3Y_7,12,182
Ci-AH39fi3Y_8,11,242
Ci-AH39fi3Y_9,16,256
Clx4VXItLTE_1,20,667
Clx4VXItLTE_10,33,983
Clx4VXItLTE_11,22,776
Clx4VXItLTE_12,17,458
Clx4VXItLTE_13,25,488
Clx4VXItLTE_14,7,407
Clx4VXItLTE_15,9,251
Clx4VXItLTE_16,29,674
Clx4VXItLTE_17,16,398
Clx4VXItLTE_18,11,279
Clx4VXItLTE_19,10,154
Clx4VXItLTE_2,12,319
Clx4VXItLTE_20,15,291
Clx4VXItLTE_21,12,265
Clx4VXItLTE_22,11,249
Clx4VXItLTE_23,15,560
Clx4VXItLTE_24,16,537
Clx4VXItLTE_25,13,270
Clx4VXItLTE_26,10,149
Clx4VXItLTE_27,8,198
Clx4VXItLTE_28,19,509
Clx4VXItLTE_29,21,630
Clx4VXItLTE_3,9,131
Clx4VXItLTE_30,25,772
Clx4VXItLTE_31,24,372
Clx4VXItLTE_4,10,265
Clx4VXItLTE_5,12,270
Clx4VXItLTE_6,17,472
Clx4VXItLTE_7,12,400
Clx4VXItLTE_8,10,746
Clx4VXItLTE_9,18,460
Dg_0XKD0Mf4_1,10,168
Dg_0XKD0Mf4_10,13,330
Dg_0XKD0Mf4_11,8,198
Dg_0XKD0Mf4_12,25,688
Dg_0XKD0Mf4_13,10,207
Dg_0XKD0Mf4_14,9,159
Dg_0XKD0Mf4_15,14,340
Dg_0XKD0Mf4_16,11,203
Dg_0XKD0Mf4_17,15,495
Dg_0XKD0Mf4_18,8,133
Dg_0XKD0Mf4_2,9,305
Dg_0XKD0Mf4_3,8,161
Dg_0XKD0Mf4_4,8,135
Dg_0XKD0Mf4_5,12,244
Dg_0XKD0Mf4_6,17,530
Dg_0XKD0Mf4_7,14,279
Dg_0XKD0Mf4_8,9,126
Dg_0XKD0Mf4_9,20,430
G-xst2euQUc_1,10,124
G-xst2euQUc_10,23,507
G-xst2euQUc_11,12,456
G-xst2euQUc_12,18,377
G-xst2euQUc_13,20,340
G-xst2euQUc_14,15,277
G-xst2euQUc_15,24,583
G-xst2euQUc_16,20,365
G-xst2euQUc_17,25,504
G-xst2euQUc_18,16,367
G-xst2euQUc_19,9,298
G-xst2euQUc_2,12,152
G-xst2euQUc_20,11,302
G-xst2euQUc_21,9,135
G-xst2euQUc_3,10,168
G-xst2euQUc_4,37,957
G-xst2euQUc_5,11,289
G-xst2euQUc_6,9,226
G-xst2euQUc_7,18,507
G-xst2euQUc_8,8,179
G-xst2euQUc_9,12,284
G6GlGvlkxAQ_1,31,604
G6GlGvlkxAQ_10,7,152
G6GlGvlkxAQ_11,13,316
G6GlGvlkxAQ_12,14,254
G6GlGvlkxAQ_13,24,398
G6GlGvlkxAQ_14,19,391
G6GlGvlkxAQ_15,10,282
G6GlGvlkxAQ_16,28,565
G6GlGvlkxAQ_17,12,207
G6GlGvlkxAQ_18,10,170
G6GlGvlkxAQ_19,11,200
G6GlGvlkxAQ_2,13,228
G6GlGvlkxAQ_20,9,142
G6GlGvlkxAQ_21,13,156
G6GlGvlkxAQ_22,18,391
G6GlGvlkxAQ_23,19,400
G6GlGvlkxAQ_24,34,690
G6GlGvlkxAQ_25,10,128
G6GlGvlkxAQ_26,11,205
G6GlGvlkxAQ_27,13,193
G6GlGvlkxAQ_28,8,258
G6GlGvlkxAQ_29,34,857
G6GlGvlkxAQ_3,10,128
G6GlGvlkxAQ_4,13,142
G6GlGvlkxAQ_5,19,319
G6GlGvlkxAQ_6,15,254
G6GlGvlkxAQ_7,9,126
G6GlGvlkxAQ_8,7,114
G6GlGvlkxAQ_9,24,409
GWuJjcEuzt8_1,22,572
GWuJjcEuzt8_10,8,312
GWuJjcEuzt8_11,10,249
GWuJjcEuzt8_12,11,261
GWuJjcEuzt8_13,12,384
GWuJjcEuzt8_14,22,802
GWuJjcEuzt8_15,19,915
GWuJjcEuzt8_16,25,504
GWuJjcEuzt8_17,14,433
GWuJjcEuzt8_18,12,639
GWuJjcEuzt8_2,17,488
GWuJjcEuzt8_3,16,400
GWuJjcEuzt8_4,31,939
GWuJjcEuzt8_5,11,298
GWuJjcEuzt8_6,10,421
GWuJjcEuzt8_7,21,363
GWuJjcEuzt8_8,13,242
GWuJjcEuzt8_9,9,312
HEsqda8_d0Q_1,6,172
