FileName,Emotion
3752_s_4_exc,exc
3753_s_4_neu,neu
3754_s_4_neu,neu
3755_s_4_neu,neu
3900_s_4_neu,neu
3901_s_4_ang,ang
3902_s_4_ang,ang
3903_s_4_ang,ang
3904_s_4_ang,ang
3905_s_4_ang,ang
3906_s_4_ang,ang
3907_s_4_ang,ang
3908_s_4_ang,ang
3909_s_4_ang,ang
390_s_1_sad,sad
3910_s_4_ang,ang
3911_s_4_ang,ang
3912_s_4_ang,ang
3913_s_4_ang,ang
3914_s_4_ang,ang
3915_s_4_ang,ang
437_s_1_hap,hap
438_s_1_hap,hap
439_s_1_hap,hap
43_s_1_sad,sad
440_s_1_exc,exc
441_s_1_exc,exc
442_s_1_hap,hap
443_s_1_hap,hap
444_s_1_hap,hap
445_s_1_hap,hap
446_s_1_hap,hap
447_s_1_hap,hap
448_s_1_hap,hap
449_s_1_hap,hap
44_s_1_sad,sad
450_s_1_neu,neu
451_s_1_neu,neu
453_s_1_ang,ang
454_s_1_ang,ang
455_s_1_ang,ang
456_s_1_ang,ang
457_s_1_ang,ang
458_s_1_ang,ang
459_s_1_ang,ang
45_s_1_sad,sad
460_s_1_ang,ang
461_s_1_ang,ang
462_s_1_ang,ang
463_s_1_ang,ang
464_s_1_ang,ang
465_s_1_ang,ang
466_s_1_ang,ang
467_s_1_neu,neu
468_s_1_neu,neu
46_s_1_neu,neu
470_s_1_ang,ang
471_s_1_ang,ang
472_s_1_ang,ang
473_s_1_ang,ang
474_s_1_ang,ang
475_s_1_ang,ang
476_s_1_ang,ang
477_s_1_neu,neu
478_s_1_neu,neu
479_s_1_neu,neu
47_s_1_sad,sad
480_s_1_ang,ang
481_s_1_neu,neu
482_s_1_neu,neu
483_s_1_ang,ang
484_s_1_neu,neu
486_s_1_neu,neu
487_s_1_ang,ang
488_s_1_ang,ang
489_s_1_ang,ang
48_s_1_sad,sad
490_s_1_ang,ang
491_s_1_ang,ang
492_s_1_ang,ang
493_s_1_ang,ang
494_s_1_ang,ang
495_s_1_ang,ang
496_s_1_ang,ang
497_s_1_neu,neu
498_s_1_ang,ang
499_s_1_ang,ang
49_s_1_neu,neu
4_s_1_ang,ang
501_s_1_ang,ang
502_s_1_ang,ang
503_s_1_ang,ang
504_s_1_ang,ang
505_s_1_ang,ang
506_s_1_ang,ang
507_s_1_ang,ang
508_s_1_ang,ang
509_s_1_ang,ang
50_s_1_hap,hap
510_s_1_ang,ang
511_s_1_ang,ang
512_s_1_ang,ang
513_s_1_ang,ang
514_s_1_ang,ang
515_s_1_ang,ang
516_s_1_ang,ang
518_s_1_neu,neu
519_s_1_neu,neu
51_s_1_hap,hap
520_s_1_neu,neu
521_s_1_ang,ang
522_s_1_ang,ang
523_s_1_ang,ang
524_s_1_ang,ang
525_s_1_ang,ang
526_s_1_neu,neu
527_s_1_sad,sad
528_s_1_sad,sad
529_s_1_sad,sad
52_s_1_hap,hap
530_s_1_sad,sad
531_s_1_sad,sad
532_s_1_sad,sad
534_s_1_sad,sad
535_s_1_sad,sad
536_s_1_sad,sad
537_s_1_sad,sad
538_s_1_sad,sad
539_s_1_sad,sad
53_s_1_hap,hap
540_s_1_sad,sad
541_s_1_sad,sad
542_s_1_sad,sad
543_s_1_sad,sad
544_s_1_sad,sad
545_s_1_sad,sad
546_s_1_sad,sad
547_s_1_sad,sad
548_s_1_sad,sad
549_s_1_sad,sad
550_s_1_sad,sad
551_s_1_sad,sad
552_s_1_sad,sad
553_s_1_sad,sad
554_s_1_exc,exc
555_s_1_exc,exc
556_s_1_exc,exc
557_s_1_exc,exc
558_s_1_exc,exc
559_s_1_exc,exc
55_s_1_hap,hap
560_s_1_exc,exc
561_s_1_exc,exc
562_s_1_exc,exc
563_s_1_exc,exc
564_s_1_exc,exc
565_s_1_exc,exc
567_s_1_exc,exc
568_s_1_exc,exc
569_s_1_neu,neu
56_s_1_hap,hap
570_s_1_neu,neu
571_s_1_exc,exc
572_s_1_exc,exc
573_s_1_neu,neu
574_s_1_exc,exc
575_s_1_exc,exc
576_s_1_exc,exc
577_s_1_exc,exc
578_s_1_exc,exc
579_s_1_exc,exc
57_s_1_hap,hap
580_s_1_exc,exc
581_s_1_neu,neu
582_s_1_exc,exc
583_s_1_exc,exc
584_s_1_neu,neu
585_s_1_exc,exc
586_s_1_exc,exc
587_s_1_exc,exc
588_s_1_exc,exc
589_s_1_exc,exc
1015_s_1_exc,exc
1031_s_1_hap,hap
1048_s_1_ang,ang
1064_s_1_ang,ang
1080_s_1_ang,ang
1097_s_2_sad,sad
1111_s_2_sad,sad
1127_s_2_exc,exc
115_s_1_neu,neu
117_s_1_neu,neu
1196_s_2_neu,neu
1214_s_2_sad,sad
1232_s_2_neu,neu
1249_s_2_exc,exc
1267_s_2_exc,exc
1282_s_2_exc,exc
606_s_1_neu,neu
607_s_1_neu,neu
608_s_1_neu,neu
609_s_1_neu,neu
60_s_1_hap,hap
610_s_1_neu,neu
611_s_1_neu,neu
612_s_1_neu,neu
613_s_1_neu,neu
614_s_1_neu,neu
615_s_1_neu,neu
616_s_1_neu,neu
617_s_1_neu,neu
618_s_1_neu,neu
619_s_1_neu,neu
61_s_1_exc,exc
620_s_1_neu,neu
622_s_1_neu,neu
623_s_1_neu,neu
624_s_1_neu,neu
625_s_1_neu,neu
626_s_1_ang,ang
627_s_1_ang,ang
628_s_1_ang,ang
629_s_1_neu,neu
62_s_1_hap,hap
630_s_1_neu,neu
631_s_1_neu,neu
632_s_1_neu,neu
633_s_1_neu,neu
634_s_1_neu,neu
635_s_1_neu,neu
636_s_1_neu,neu
637_s_1_neu,neu
639_s_1_neu,neu
63_s_1_neu,neu
640_s_1_neu,neu
641_s_1_neu,neu
642_s_1_neu,neu
643_s_1_neu,neu
644_s_1_neu,neu
645_s_1_neu,neu
646_s_1_neu,neu
647_s_1_neu,neu
648_s_1_neu,neu
649_s_1_neu,neu
64_s_1_neu,neu
650_s_1_neu,neu
651_s_1_neu,neu
652_s_1_neu,neu
653_s_1_neu,neu
655_s_1_neu,neu
656_s_1_neu,neu
657_s_1_neu,neu
658_s_1_neu,neu
659_s_1_neu,neu
65_s_1_neu,neu
660_s_1_neu,neu
661_s_1_neu,neu
662_s_1_ang,ang
663_s_1_ang,ang
664_s_1_ang,ang
665_s_1_ang,ang
666_s_1_ang,ang
667_s_1_neu,neu
668_s_1_ang,ang
669_s_1_ang,ang
66_s_1_hap,hap
671_s_1_ang,ang
672_s_1_ang,ang
673_s_1_ang,ang
674_s_1_ang,ang
675_s_1_ang,ang
676_s_1_ang,ang
677_s_1_ang,ang
678_s_1_neu,neu
679_s_1_neu,neu
67_s_1_neu,neu
680_s_1_neu,neu
681_s_1_sad,sad
682_s_1_sad,sad
683_s_1_sad,sad
684_s_1_sad,sad
685_s_1_neu,neu
686_s_1_neu,neu
3916_s_4_sad,sad
3932_s_4_sad,sad
3949_s_4_sad,sad
3966_s_4_exc,exc
3982_s_4_exc,exc
3998_s_4_neu,neu
4011_s_4_neu,neu
403_s_1_neu,neu
4056_s_4_neu,neu
4072_s_4_neu,neu
4089_s_4_sad,sad
4104_s_4_sad,sad
4120_s_4_ang,ang
4137_s_4_exc,exc
4152_s_4_ang,ang
4168_s_4_ang,ang
4183_s_4_exc,exc
688_s_1_neu,neu
689_s_1_neu,neu
68_s_1_neu,neu
690_s_1_neu,neu
691_s_1_neu,neu
692_s_1_neu,neu
693_s_1_neu,neu
694_s_1_neu,neu
695_s_1_neu,neu
696_s_1_neu,neu
697_s_1_neu,neu
698_s_1_neu,neu
699_s_1_neu,neu
69_s_1_hap,hap
6_s_1_ang,ang
700_s_1_neu,neu
701_s_1_neu,neu
703_s_1_neu,neu
704_s_1_neu,neu
705_s_1_neu,neu
706_s_1_neu,neu
707_s_1_sad,sad
708_s_1_sad,sad
709_s_1_sad,sad
70_s_1_hap,hap
710_s_1_sad,sad
711_s_1_sad,sad
712_s_1_sad,sad
713_s_1_sad,sad
714_s_1_sad,sad
715_s_1_sad,sad
716_s_1_sad,sad
717_s_1_sad,sad
718_s_1_sad,sad
71_s_1_hap,hap
720_s_1_sad,sad
721_s_1_sad,sad
722_s_1_sad,sad
723_s_1_sad,sad
724_s_1_sad,sad
725_s_1_sad,sad
726_s_1_sad,sad
727_s_1_sad,sad
728_s_1_sad,sad
729_s_1_sad,sad
72_s_1_neu,neu
730_s_1_sad,sad
731_s_1_sad,sad
732_s_1_sad,sad
733_s_1_sad,sad
734_s_1_sad,sad
735_s_1_sad,sad
736_s_1_sad,sad
737_s_1_sad,sad
738_s_1_neu,neu
739_s_1_exc,exc
73_s_1_neu,neu
740_s_1_exc,exc
741_s_1_exc,exc
742_s_1_exc,exc
743_s_1_exc,exc
744_s_1_exc,exc
745_s_1_exc,exc
746_s_1_exc,exc
747_s_1_neu,neu
748_s_1_exc,exc
749_s_1_neu,neu
850_s_1_sad,sad
851_s_1_sad,sad
852_s_1_neu,neu
853_s_1_neu,neu
854_s_1_exc,exc
855_s_1_exc,exc
856_s_1_hap,hap
857_s_1_sad,sad
858_s_1_sad,sad
859_s_1_sad,sad
85_s_1_neu,neu
860_s_1_sad,sad
861_s_1_sad,sad
862_s_1_sad,sad
863_s_1_sad,sad
864_s_1_sad,sad
865_s_1_hap,hap
767_s_1_exc,exc
768_s_1_exc,exc
769_s_1_exc,exc
76_s_1_hap,hap
770_s_1_exc,exc
771_s_1_hap,hap
772_s_1_exc,exc
773_s_1_exc,exc
774_s_1_exc,exc
775_s_1_exc,exc
776_s_1_hap,hap
777_s_1_hap,hap
778_s_1_hap,hap
779_s_1_exc,exc
77_s_1_neu,neu
780_s_1_hap,hap
781_s_1_neu,neu
783_s_1_neu,neu
784_s_1_neu,neu
785_s_1_hap,hap
786_s_1_hap,hap
787_s_1_sad,sad
788_s_1_sad,sad
789_s_1_sad,sad
78_s_1_neu,neu
790_s_1_ang,ang
791_s_1_ang,ang
792_s_1_ang,ang
793_s_1_ang,ang
794_s_1_ang,ang
795_s_1_ang,ang
796_s_1_ang,ang
797_s_1_ang,ang
798_s_1_ang,ang
79_s_1_neu,neu
7_s_1_ang,ang
800_s_1_neu,neu
801_s_1_ang,ang
802_s_1_ang,ang
803_s_1_sad,sad
804_s_1_ang,ang
805_s_1_ang,ang
806_s_1_ang,ang
807_s_1_ang,ang
808_s_1_ang,ang
809_s_1_ang,ang
80_s_1_hap,hap
810_s_1_ang,ang
811_s_1_ang,ang
812_s_1_ang,ang
813_s_1_neu,neu
815_s_1_sad,sad
816_s_1_sad,sad
817_s_1_sad,sad
818_s_1_sad,sad
819_s_1_sad,sad
81_s_1_hap,hap
820_s_1_neu,neu
821_s_1_ang,ang
822_s_1_ang,ang
823_s_1_ang,ang
824_s_1_sad,sad
825_s_1_ang,ang
826_s_1_ang,ang
827_s_1_neu,neu
828_s_1_sad,sad
829_s_1_sad,sad
82_s_1_hap,hap
831_s_1_sad,sad
832_s_1_ang,ang
833_s_1_ang,ang
834_s_1_ang,ang
835_s_1_ang,ang
836_s_1_ang,ang
837_s_1_ang,ang
838_s_1_ang,ang
839_s_1_ang,ang
83_s_1_neu,neu
840_s_1_neu,neu
841_s_1_neu,neu
842_s_1_neu,neu
843_s_1_ang,ang
844_s_1_ang,ang
845_s_1_ang,ang
846_s_1_neu,neu
847_s_1_neu,neu
848_s_1_sad,sad
849_s_1_neu,neu
867_s_1_hap,hap
868_s_1_sad,sad
869_s_1_neu,neu
86_s_1_neu,neu
870_s_1_neu,neu
871_s_1_neu,neu
872_s_1_hap,hap
873_s_1_neu,neu
874_s_1_exc,exc
875_s_1_exc,exc
876_s_1_hap,hap
877_s_1_sad,sad
878_s_1_sad,sad
879_s_1_sad,sad
87_s_1_exc,exc
880_s_1_sad,sad
881_s_1_sad,sad
883_s_1_sad,sad
884_s_1_sad,sad
885_s_1_sad,sad
886_s_1_sad,sad
887_s_1_sad,sad
888_s_1_sad,sad
889_s_1_sad,sad
88_s_1_hap,hap
890_s_1_sad,sad
891_s_1_sad,sad
892_s_1_sad,sad
893_s_1_sad,sad
894_s_1_sad,sad
895_s_1_sad,sad
896_s_1_sad,sad
897_s_1_sad,sad
898_s_1_sad,sad
89_s_1_neu,neu
8_s_1_ang,ang
900_s_1_ang,ang
901_s_1_neu,neu
902_s_1_neu,neu
903_s_1_hap,hap
904_s_1_ang,ang
905_s_1_ang,ang
906_s_1_ang,ang
907_s_1_ang,ang
908_s_1_ang,ang
909_s_1_exc,exc
90_s_1_neu,neu
910_s_1_exc,exc
911_s_1_exc,exc
912_s_1_exc,exc
913_s_1_exc,exc
915_s_1_neu,neu
916_s_1_neu,neu
917_s_1_neu,neu
918_s_1_exc,exc
919_s_1_exc,exc
91_s_1_neu,neu
920_s_1_exc,exc
921_s_1_neu,neu
922_s_1_neu,neu
923_s_1_ang,ang
924_s_1_neu,neu
925_s_1_exc,exc
926_s_1_exc,exc
927_s_1_neu,neu
928_s_1_neu,neu
929_s_1_exc,exc
92_s_1_neu,neu
931_s_1_exc,exc
932_s_1_exc,exc
933_s_1_exc,exc
934_s_1_exc,exc
935_s_1_exc,exc
936_s_1_neu,neu
937_s_1_ang,ang
938_s_1_ang,ang
939_s_1_ang,ang
93_s_1_neu,neu
940_s_1_ang,ang
941_s_1_ang,ang
942_s_1_ang,ang
943_s_1_neu,neu
944_s_1_sad,sad
945_s_1_sad,sad
946_s_1_sad,sad
948_s_1_ang,ang
949_s_1_ang,ang
94_s_1_neu,neu
950_s_1_ang,ang
951_s_1_sad,sad
952_s_1_sad,sad
953_s_1_sad,sad
954_s_1_sad,sad
955_s_1_sad,sad
956_s_1_sad,sad
957_s_1_hap,hap
958_s_1_hap,hap
959_s_1_sad,sad
95_s_1_neu,neu
960_s_1_neu,neu
961_s_1_exc,exc
962_s_1_exc,exc
964_s_1_neu,neu
965_s_1_neu,neu
966_s_1_neu,neu
967_s_1_neu,neu
968_s_1_neu,neu
969_s_1_neu,neu
96_s_1_neu,neu
970_s_1_neu,neu
971_s_1_neu,neu
972_s_1_neu,neu
973_s_1_neu,neu
974_s_1_neu,neu
975_s_1_neu,neu
976_s_1_ang,ang
977_s_1_ang,ang
978_s_1_sad,sad
979_s_1_sad,sad
980_s_1_neu,neu
981_s_1_neu,neu
982_s_1_sad,sad
983_s_1_sad,sad
984_s_1_sad,sad
985_s_1_sad,sad
986_s_1_sad,sad
987_s_1_hap,hap
988_s_1_neu,neu
989_s_1_neu,neu
98_s_1_ang,ang
990_s_1_hap,hap
991_s_1_hap,hap
992_s_1_neu,neu
993_s_1_hap,hap
994_s_1_hap,hap
995_s_1_exc,exc
996_s_1_hap,hap
997_s_1_hap,hap
998_s_1_hap,hap
999_s_1_hap,hap
99_s_1_ang,ang
9_s_1_ang,ang
702_s_1_neu,neu
719_s_1_sad,sad
74_s_1_exc,exc
766_s_1_exc,exc
782_s_1_exc,exc
799_s_1_neu,neu
814_s_1_neu,neu
830_s_1_ang,ang
84_s_1_neu,neu
866_s_1_hap,hap
882_s_1_sad,sad
899_s_1_hap,hap
914_s_1_neu,neu
930_s_1_exc,exc
947_s_1_sad,sad
963_s_1_exc,exc
97_s_1_ang,ang
1016_s_1_hap,hap
1017_s_1_hap,hap
1018_s_1_hap,hap
1019_s_1_hap,hap
101_s_1_ang,ang
1020_s_1_hap,hap
1021_s_1_sad,sad
1022_s_1_hap,hap
1023_s_1_hap,hap
1024_s_1_hap,hap
1025_s_1_hap,hap
1026_s_1_hap,hap
1027_s_1_exc,exc
1028_s_1_exc,exc
1029_s_1_hap,hap
102_s_1_ang,ang
1030_s_1_hap,hap
1032_s_1_exc,exc
1033_s_1_hap,hap
1034_s_1_hap,hap
1035_s_1_hap,hap
1036_s_1_neu,neu
1037_s_1_neu,neu
1038_s_1_ang,ang
1039_s_1_ang,ang
103_s_1_neu,neu
1040_s_1_ang,ang
1041_s_1_ang,ang
1042_s_1_ang,ang
1043_s_1_ang,ang
1044_s_1_ang,ang
1045_s_1_ang,ang
1046_s_1_ang,ang
1047_s_1_ang,ang
1049_s_1_ang,ang
104_s_1_neu,neu
1050_s_1_ang,ang
1051_s_1_ang,ang
1052_s_1_ang,ang
1053_s_1_ang,ang
1054_s_1_ang,ang
1055_s_1_ang,ang
1056_s_1_ang,ang
1057_s_1_ang,ang
1058_s_1_ang,ang
1059_s_1_ang,ang
105_s_1_neu,neu
1060_s_1_neu,neu
1061_s_1_neu,neu
1062_s_1_neu,neu
1063_s_1_ang,ang
1065_s_1_ang,ang
1066_s_1_ang,ang
1067_s_1_ang,ang
1068_s_1_ang,ang
1069_s_1_ang,ang
106_s_1_neu,neu
1070_s_1_ang,ang
1071_s_1_ang,ang
1072_s_1_ang,ang
1073_s_1_ang,ang
1074_s_1_ang,ang
1075_s_1_ang,ang
1076_s_1_ang,ang
1077_s_1_ang,ang
1078_s_1_ang,ang
1079_s_1_ang,ang
107_s_1_neu,neu
1081_s_1_ang,ang
1082_s_1_ang,ang
1083_s_1_ang,ang
1084_s_1_ang,ang
1085_s_2_neu,neu
1086_s_2_ang,ang
1087_s_2_ang,ang
1088_s_2_ang,ang
1089_s_2_ang,ang
108_s_1_neu,neu
1090_s_2_neu,neu
1091_s_2_neu,neu
1092_s_2_neu,neu
1093_s_2_neu,neu
1094_s_2_ang,ang
1095_s_2_ang,ang
1096_s_2_sad,sad
1098_s_2_sad,sad
1099_s_2_sad,sad
109_s_1_neu,neu
10_s_1_ang,ang
1100_s_2_sad,sad
1101_s_2_sad,sad
1102_s_2_sad,sad
1103_s_2_sad,sad
1104_s_2_sad,sad
1105_s_2_sad,sad
1106_s_2_sad,sad
1107_s_2_sad,sad
1108_s_2_sad,sad
1109_s_2_sad,sad
110_s_1_neu,neu
1110_s_2_sad,sad
1112_s_2_exc,exc
1113_s_2_exc,exc
1114_s_2_exc,exc
1115_s_2_exc,exc
1116_s_2_exc,exc
1117_s_2_exc,exc
1118_s_2_exc,exc
1119_s_2_exc,exc
111_s_1_neu,neu
1120_s_2_hap,hap
1121_s_2_hap,hap
1122_s_2_hap,hap
1123_s_2_hap,hap
1124_s_2_hap,hap
1125_s_2_exc,exc
1126_s_2_hap,hap
1128_s_2_hap,hap
1129_s_2_hap,hap
112_s_1_neu,neu
1130_s_2_exc,exc
1131_s_2_hap,hap
1132_s_2_hap,hap
1133_s_2_neu,neu
1134_s_2_hap,hap
1135_s_2_exc,exc
1136_s_2_hap,hap
1137_s_2_hap,hap
1138_s_2_hap,hap
1139_s_2_exc,exc
113_s_1_neu,neu
1140_s_2_neu,neu
1141_s_2_neu,neu
1142_s_2_neu,neu
1143_s_2_neu,neu
1144_s_2_neu,neu
1145_s_2_neu,neu
1146_s_2_hap,hap
1147_s_2_hap,hap
1148_s_2_hap,hap
1149_s_2_hap,hap
114_s_1_neu,neu
1150_s_2_exc,exc
1151_s_2_exc,exc
1153_s_2_sad,sad
1155_s_2_neu,neu
1156_s_2_neu,neu
